,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Connection Type,Hazardous,Approvals,Equal / Unequal,End Connection A size,End Connection B size,End Connection C size,Material,Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Angle,Diameter,Range,Feature 8,Feature 9,Feature 10,Weight,Material Type,Colour,Grade,Connection Type 1,Connection Type 2
13,PR75018,Pegler VSH XPress 90deg elbow 89mm Stainless Steel,Pegler,163.05,"Made of stainless steel, this VSH Xpress SS12 88.9 x 88.9mm 90° elbow includes press-fit end connections. Optimised for use as part of a system, XPress 316L (1.4404) stainless steel is suitable for potable water applications where water quality and hygiene are vital, in industries such as food, pharmaceuticals and healthcare and in chilled water applications. XPress Stainless provides resistance to RO (reverse osmosis) purified water with a low pH and extremely low dissolved solid content.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Press Fit Fittings/Stainless Steel Press Fit Fittings.csv -> Pegler VSH XPress 90deg elbow 89mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/19/NW-R75013_R75019_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_Type_DVGW_Approval.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_SS12_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Stainless_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PR75140,"Pegler VSH XPress female iron tee 22mm x 1/2"" x 22mm Stainless Steel",Pegler,17.04,"Made of stainless steel, this VSH Xpress SS30 22mm x 1/2"" x 22mm 90° female branch tee includes press-fit x BSP parallel female connections. Optimised for use as part of a system, XPress 316L (1.4404) stainless steel is suitable for potable water applications where water quality and hygiene are vital, in industries such as food, pharmaceuticals and healthcare and in chilled water applications. XPress Stainless provides resistance to RO (reverse osmosis) purified water with a low pH and extremely low dissolved solid content.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Press Fit Fittings/Stainless Steel Press Fit Fittings.csv -> Pegler VSH XPress female iron tee 22mm x 1/2"" x 22mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/40/NW-R75140_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_Type_DVGW_Approval.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/if/ct/Pegler_LPCB-VSH_Fittings_BV_Certifct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_SS30_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Stainless_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PM19633,"Geberit Mapress 34073 male iron gas connector 42mm x 1.1/2"" Stainless Steel",Geberit,34.69,"Made of stainless steel, this Geberit Mapress 42mm x 1 1/2"" gas connector incorporates male thread x press-fit connections. This fitting is compatible with natural and liquefied gases, biogases, control valves & measuring devices.  Geberit Mapress Stainless Steel is a highly effective supply system and can be used for a range of diverse applications. The high molybdenum content, ensures a particularly high corrosion resistance making Geberit Mapress Stainless Steel a reliable, robust choice. Geberit Mapress Stainless Steel gas pressing systems offer a high quality and economical alternative to welded, soldered or screwed piping systems for gas applications and have all the necessary approvals for natural and liquified gas ensuring a safe, certified installation.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Press Fit Fittings/Stainless Steel Press Fit Fittings.csv -> Geberit Mapress 34073 male iron gas connector 42mm x 1.1/2"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M19633_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Gaseous_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Geberit_Mapress_SS_Gas_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_Gas_Adaptr_Male_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P503543,Pegler VSH XPress 90deg gas elbow 54mm Stainless Steel,Pegler,63.44,"This VSH Xpress SSG12/7002A 54 x 54mm 90° elbow includes press-fit end connections. Optimised for use as part of a system, XPress stainless steel gas fittings are approved for use at temperatures from -20 to 70°C with a maximum working pressure inside buildings of 1 bar and maximum working pressure outside of 5 bar (maximum test pressure 7.5 bar). Marked with a visible yellow 'Gas' label, this fitting is part of the DVGW/GL (formerly British Gas) approvals process and has passed a high temperature leakage rate test at 650°C for 30 minutes at PN5/GT5.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Press Fit Fittings/Stainless Steel Press Fit Fittings.csv -> Pegler VSH XPress 90deg gas elbow 54mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/43/NW-503538_503543_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/VSH_XPress_SSG12_7002A_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_DVGW_SS_Approval.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_BSI_SS_Gas_Approval.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PM15500,Geberit Mapress slip coupling 76.1mm Stainless Steel,Geberit,97.21,"This Geberit Mapress 76.1 x 76.1mm slip coupler is made of stainless steel with press-fit connections. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, remote network heating water less than or equal to120°C, saturated steam less than or equal to120°C, service water, treated water, rainwater with a pH value of greater than6, grey or black water with pH value greater than6, extinguishing water (wet), sprinklers (wet), chemicals/technical liquids, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen, industrial gases including acetylene and shielding gases and in technical building systems, industry and shipbuilding.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Press Fit Fittings/Stainless Steel Press Fit Fittings.csv -> Geberit Mapress slip coupling 76.1mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/00/NW-M15500_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Gaseous_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_SS_SlipCoupling_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Liquid_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PM48115,Geberit MPS SS therm 45435 mi adp union 22 x 3/4,Geberit,15.92,"This Geberit Mapress Therm 22mm x 3/4"" union adapter is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Press Fit Fittings/Stainless Steel Press Fit Fittings.csv -> Geberit MPS SS therm 45435 mi adp union 22 x 3/4",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/15/M48115_wm.jpg,,,,,,,,,Press FitMale Thread Union Nut,N,EN 10312:2002 + A1:2005,Unequal,22mm,,3/4 InchØ,Stainless Steel CrTi steel 1.4520 (EN 10088),22mmØ3/4 InchØ,45435,Press Fit Male Thread Union Nut Adaptor,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,,,,,,,,,,,,
19,PM48049,Geberit MPS SS therm 44006 coupling 35,Geberit,7.19,"This Geberit Mapress Therm 35mm coupling is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Press Fit Fittings/Stainless Steel Press Fit Fittings.csv -> Geberit MPS SS therm 44006 coupling 35",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/49/M48049_wm.jpg,,,,,,,,,Press Fit,N,EN 10312:2002 + A1:2005,Equal,35mmØ,,35mmØ,Stainless Steel CrTi steel 1.4520 (EN 10088),35 mm,44006,Press Fit Coupler,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,,,,,,,,,,,,
20,PM48114,Geberit MPS SS therm 45430 mi adp union 15 x 1/2,Geberit,12.06,"This Geberit Mapress Therm 15mm x 1/2"" union adapter is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Press Fit Fittings/Stainless Steel Press Fit Fittings.csv -> Geberit MPS SS therm 45430 mi adp union 15 x 1/2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/14/M48114_wm.jpg,,,,,,,,,Press FitMale Thread,N,EN 10312:2002 + A1:2005,Unequal,15mm,,1/2 InchØ,Stainless Steel CrTi steel 1.4520 (EN 10088),15mmØ1/2 InchØ,45430,Press Fit Male Thread Adaptor,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,,,,,,,,,,,,
21,PR75089,Pegler VSH XPress equal tee 42mm Stainless Steel,Pegler,36.66,"Made of stainless steel, this VSH Xpress SS24 42 x 42 x 42mm 90° tee includes press-fit end connections. Optimised for use as part of a system, XPress 316L (1.4404) stainless steel is suitable for potable water applications where water quality and hygiene are vital, in industries such as food, pharmaceuticals and healthcare and in chilled water applications. XPress Stainless provides resistance to RO (reverse osmosis) purified water with a low pH and extremely low dissolved solid content.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Press Fit Fittings/Stainless Steel Press Fit Fittings.csv -> Pegler VSH XPress equal tee 42mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/93/NW-R75084_R75093_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_Type_DVGW_Approval.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/if/ct/Pegler_LPCB-VSH_Fittings_BV_Certifct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Stainless_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_SS24_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PM48007,Geberit MPS SS therm 41711 mi adaptor 54 x 2,Geberit,34.93,"This Geberit Mapress Therm 54mm x 2"" adapter is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Press Fit Fittings/Stainless Steel Press Fit Fittings.csv -> Geberit MPS SS therm 41711 mi adaptor 54 x 2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/07/M48007_wm.jpg,,,,,,,,,Press FitMale Thread,N,EN 10312:2002 + A1:2005,Unequal,54mmØ,,2 InchØ,Stainless Steel CrTi steel 1.4520 (EN 10088),54mmØ2 InchØ,41711,Male Thread Press Fit Adaptor,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,,,,,,,,,,,,
